subj_id,qual_col,TextResp,measure,row,Name
R_03dyKKqahwimd1z,NameResp_TEXT(35),crib,NameResp_TEXT,35,crib
R_4I5pqYdhVgOKFKd,NameResp_TEXT(35),baby crib,NameResp_TEXT,35,crib
R_1EWCq1k7UFauhNj,NameResp_TEXT(35),,NameResp_TEXT,35,crib
R_81xh6ldt0VxOPHL,NameResp_TEXT(35),crib,NameResp_TEXT,35,crib
R_9KLkobZ9kYZSzYh,NameResp_TEXT(35),building,NameResp_TEXT,35,crib
R_4T9SzDwjzOtlmrX,NameResp_TEXT(35),a crib,NameResp_TEXT,35,crib
R_eFBfDt4acLjjVQh,NameResp_TEXT(35),bench,NameResp_TEXT,35,crib
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(35),Crib,NameResp_TEXT,35,crib
R_3jv8dkv5pkIe4f3,NameResp_TEXT(35),crib,NameResp_TEXT,35,crib
R_9NNGTs03HOOrLhz,NameResp_TEXT(35),baby crib,NameResp_TEXT,35,crib
R_9QAIH8o5XKYkAFD,NameResp_TEXT(35),,NameResp_TEXT,35,crib
R_8hQIw8oM3sZtlUV,NameResp_TEXT(35),crib,NameResp_TEXT,35,crib
R_dbuBKRXlnjouSRD,NameResp_TEXT(35),athens,NameResp_TEXT,35,crib
R_81i04UQTtFxOXlz,NameResp_TEXT(35),a baby's crib,NameResp_TEXT,35,crib
R_aflUaQ1v901DTZb,NameResp_TEXT(35),baby crib,NameResp_TEXT,35,crib
R_8cU5NCG2ysTIeFf,NameResp_TEXT(35),building,NameResp_TEXT,35,crib
R_9movxfJr3JHx4c5,NameResp_TEXT(35),mailbox,NameResp_TEXT,35,crib
R_6zZuvVsaXiYicmh,NameResp_TEXT(35),building,NameResp_TEXT,35,crib
R_7Os34FuyUOKUtAV,NameResp_TEXT(35),building,NameResp_TEXT,35,crib
R_6tIMcOQsORkQnuB,NameResp_TEXT(35),a crib,NameResp_TEXT,35,crib
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(35),a baby's crib,NameResp_TEXT,35,crib
R_cAPsFbVcU6FKEpT,NameResp_TEXT(35),baby crib,NameResp_TEXT,35,crib
R_cO0dBs5ofX0BOpT,NameResp_TEXT(35),crib,NameResp_TEXT,35,crib
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(35),crib,NameResp_TEXT,35,crib
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(35),baby Crib,NameResp_TEXT,35,crib
R_0cuIBoqJYSnYnLT,NameResp_TEXT(35),train,NameResp_TEXT,35,crib
R_9KSFfd62afsuieF,NameResp_TEXT(35),bus,NameResp_TEXT,35,crib
R_02GRIQd5MDRenPf,NameResp_TEXT(35),train,NameResp_TEXT,35,crib
R_bjv98vU4STp6zQx,NameResp_TEXT(35),crib,NameResp_TEXT,35,crib
R_9KB1XzOy6rP7O1D,NameResp_TEXT(35),stairs,NameResp_TEXT,35,crib
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(35),crib ,NameResp_TEXT,35,crib
R_eDMsuefXH4Nvbhz,NameResp_TEXT(35),,NameResp_TEXT,35,crib
R_cGTSCS88UP99f0x,NameResp_TEXT(35),cradle,NameResp_TEXT,35,crib
R_6ujqTETwTzRExX7,NameResp_TEXT(35),a building,NameResp_TEXT,35,crib
R_1NfgfYV1GvFsWiN,NameResp_TEXT(35),Cradle,NameResp_TEXT,35,crib
R_0TiNGME0OVqJO3H,NameResp_TEXT(35),,NameResp_TEXT,35,crib
R_0ih7r0MXsn7mCSV,NameResp_TEXT(35),a cradle,NameResp_TEXT,35,crib
R_aWcEn0nidpymQER,NameResp_TEXT(35),cage ,NameResp_TEXT,35,crib
R_9FZPEV6r7ezLOSN,NameResp_TEXT(35),building,NameResp_TEXT,35,crib
R_6zhc96D1g2EpM2h,NameResp_TEXT(35),a crib,NameResp_TEXT,35,crib
R_2a6HPCAFPrB4mIR,NameResp_TEXT(35),,NameResp_TEXT,35,crib
R_8nQqGUmR9MT1CTP,NameResp_TEXT(36),video camera,NameResp_TEXT,36,camcoder
R_0NWkLPKVngfskaV,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_2tvsWbcRX5R84ap,NameResp_TEXT(36),oven,NameResp_TEXT,36,camcoder
R_1TCKelAGYh94Ppr,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_5uoQgdmI1psnW97,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_03dyKKqahwimd1z,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_4I5pqYdhVgOKFKd,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_1EWCq1k7UFauhNj,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_81xh6ldt0VxOPHL,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_9KLkobZ9kYZSzYh,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_4T9SzDwjzOtlmrX,NameResp_TEXT(36),train,NameResp_TEXT,36,camcoder
R_eFBfDt4acLjjVQh,NameResp_TEXT(36),video camera,NameResp_TEXT,36,camcoder
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(36),Glasses,NameResp_TEXT,36,camcoder
R_3jv8dkv5pkIe4f3,NameResp_TEXT(36),video camera,NameResp_TEXT,36,camcoder
R_9NNGTs03HOOrLhz,NameResp_TEXT(36),a person on a type writer,NameResp_TEXT,36,camcoder
R_9QAIH8o5XKYkAFD,NameResp_TEXT(36),video camera,NameResp_TEXT,36,camcoder
R_8hQIw8oM3sZtlUV,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_dbuBKRXlnjouSRD,NameResp_TEXT(36),camera,NameResp_TEXT,36,camcoder
R_81i04UQTtFxOXlz,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_aflUaQ1v901DTZb,NameResp_TEXT(36),room in a house,NameResp_TEXT,36,camcoder
R_8cU5NCG2ysTIeFf,NameResp_TEXT(36),camera,NameResp_TEXT,36,camcoder
R_9movxfJr3JHx4c5,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_6zZuvVsaXiYicmh,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_7Os34FuyUOKUtAV,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_6tIMcOQsORkQnuB,NameResp_TEXT(36),a building,NameResp_TEXT,36,camcoder
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(36),video camera,NameResp_TEXT,36,camcoder
R_cAPsFbVcU6FKEpT,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_cO0dBs5ofX0BOpT,NameResp_TEXT(36),guy playing piano,NameResp_TEXT,36,camcoder
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(36),buildings,NameResp_TEXT,36,camcoder
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(36),"The left side looks like a room with bunkbeds, and the right side looks like there is a mirror from a large vehicle",NameResp_TEXT,36,camcoder
R_0cuIBoqJYSnYnLT,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_9KSFfd62afsuieF,NameResp_TEXT(36),glasses,NameResp_TEXT,36,camcoder
R_02GRIQd5MDRenPf,NameResp_TEXT(36),camera,NameResp_TEXT,36,camcoder
R_bjv98vU4STp6zQx,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_9KB1XzOy6rP7O1D,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(36),camera ,NameResp_TEXT,36,camcoder
R_eDMsuefXH4Nvbhz,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_cGTSCS88UP99f0x,NameResp_TEXT(36),elephant with glasses and a gun,NameResp_TEXT,36,camcoder
R_6ujqTETwTzRExX7,NameResp_TEXT(36),pinball machines,NameResp_TEXT,36,camcoder
R_1NfgfYV1GvFsWiN,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_0TiNGME0OVqJO3H,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_0ih7r0MXsn7mCSV,NameResp_TEXT(36),a man with a huge pair of sunglasses in front of him,NameResp_TEXT,36,camcoder
R_aWcEn0nidpymQER,NameResp_TEXT(36),video camera ,NameResp_TEXT,36,camcoder
R_9FZPEV6r7ezLOSN,NameResp_TEXT(36),monster,NameResp_TEXT,36,camcoder
R_6zhc96D1g2EpM2h,NameResp_TEXT(36),people standing by windows,NameResp_TEXT,36,camcoder
R_2a6HPCAFPrB4mIR,NameResp_TEXT(36),,NameResp_TEXT,36,camcoder
R_8nQqGUmR9MT1CTP,NameResp_TEXT(37),bell,NameResp_TEXT,37,trophy
R_0NWkLPKVngfskaV,NameResp_TEXT(37),two dogs,NameResp_TEXT,37,trophy
R_2tvsWbcRX5R84ap,NameResp_TEXT(37),chalice,NameResp_TEXT,37,trophy
R_1TCKelAGYh94Ppr,NameResp_TEXT(37),,NameResp_TEXT,37,trophy
R_5uoQgdmI1psnW97,NameResp_TEXT(37),,NameResp_TEXT,37,trophy
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(37),,NameResp_TEXT,37,trophy
R_03dyKKqahwimd1z,NameResp_TEXT(37),man's face,NameResp_TEXT,37,trophy
R_4I5pqYdhVgOKFKd,NameResp_TEXT(37),,NameResp_TEXT,37,trophy
R_1EWCq1k7UFauhNj,NameResp_TEXT(37),,NameResp_TEXT,37,trophy
R_81xh6ldt0VxOPHL,NameResp_TEXT(37),lamp,NameResp_TEXT,37,trophy
R_9KLkobZ9kYZSzYh,NameResp_TEXT(37),a man offering something,NameResp_TEXT,37,trophy
R_4T9SzDwjzOtlmrX,NameResp_TEXT(37),,NameResp_TEXT,37,trophy
R_eFBfDt4acLjjVQh,NameResp_TEXT(37),chalice,NameResp_TEXT,37,trophy
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(37),Rabbit in a suit,NameResp_TEXT,37,trophy
R_3jv8dkv5pkIe4f3,NameResp_TEXT(37),hourglass,NameResp_TEXT,37,trophy
R_9NNGTs03HOOrLhz,NameResp_TEXT(37),multiple faces,NameResp_TEXT,37,trophy
R_9QAIH8o5XKYkAFD,NameResp_TEXT(37),,NameResp_TEXT,37,trophy
R_8hQIw8oM3sZtlUV,NameResp_TEXT(37),,NameResp_TEXT,37,trophy
R_dbuBKRXlnjouSRD,NameResp_TEXT(37),my future,NameResp_TEXT,37,trophy
R_81i04UQTtFxOXlz,NameResp_TEXT(37),hot air balloon ,NameResp_TEXT,37,trophy
R_aflUaQ1v901DTZb,NameResp_TEXT(37),gumball machine,NameResp_TEXT,37,trophy
R_8cU5NCG2ysTIeFf,NameResp_TEXT(37),lamp,NameResp_TEXT,37,trophy
R_9movxfJr3JHx4c5,NameResp_TEXT(37),,NameResp_TEXT,37,trophy
R_6zZuvVsaXiYicmh,NameResp_TEXT(37),,NameResp_TEXT,37,trophy
R_7Os34FuyUOKUtAV,NameResp_TEXT(37),,NameResp_TEXT,37,trophy
R_6tIMcOQsORkQnuB,NameResp_TEXT(37),a mans face,NameResp_TEXT,37,trophy
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(37),Man presenting trophy,NameResp_TEXT,37,trophy
R_cAPsFbVcU6FKEpT,NameResp_TEXT(37),close up man's face,NameResp_TEXT,37,trophy
R_cO0dBs5ofX0BOpT,NameResp_TEXT(37),man,NameResp_TEXT,37,trophy
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(37),man,NameResp_TEXT,37,trophy
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(37),Person with trophy ,NameResp_TEXT,37,trophy
R_0cuIBoqJYSnYnLT,NameResp_TEXT(37),face,NameResp_TEXT,37,trophy
R_9KSFfd62afsuieF,NameResp_TEXT(37),dress,NameResp_TEXT,37,trophy
R_02GRIQd5MDRenPf,NameResp_TEXT(37),lamp,NameResp_TEXT,37,trophy
R_bjv98vU4STp6zQx,NameResp_TEXT(37),,NameResp_TEXT,37,trophy
R_9KB1XzOy6rP7O1D,NameResp_TEXT(37),face,NameResp_TEXT,37,trophy
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(37),king,NameResp_TEXT,37,trophy
R_eDMsuefXH4Nvbhz,NameResp_TEXT(37),,NameResp_TEXT,37,trophy
R_cGTSCS88UP99f0x,NameResp_TEXT(37),man holding a goblet,NameResp_TEXT,37,trophy
R_6ujqTETwTzRExX7,NameResp_TEXT(37),a man,NameResp_TEXT,37,trophy
R_1NfgfYV1GvFsWiN,NameResp_TEXT(37),,NameResp_TEXT,37,trophy
R_0TiNGME0OVqJO3H,NameResp_TEXT(37),,NameResp_TEXT,37,trophy
R_0ih7r0MXsn7mCSV,NameResp_TEXT(37),,NameResp_TEXT,37,trophy
R_aWcEn0nidpymQER,NameResp_TEXT(37),train ,NameResp_TEXT,37,trophy
R_9FZPEV6r7ezLOSN,NameResp_TEXT(37),glass,NameResp_TEXT,37,trophy
R_6zhc96D1g2EpM2h,NameResp_TEXT(37),hourglass,NameResp_TEXT,37,trophy
R_2a6HPCAFPrB4mIR,NameResp_TEXT(37),,NameResp_TEXT,37,trophy
R_8nQqGUmR9MT1CTP,NameResp_TEXT(38),,NameResp_TEXT,38,calculator
R_0NWkLPKVngfskaV,NameResp_TEXT(38),desk,NameResp_TEXT,38,calculator
R_2tvsWbcRX5R84ap,NameResp_TEXT(38),calculator,NameResp_TEXT,38,calculator
R_1TCKelAGYh94Ppr,NameResp_TEXT(38),,NameResp_TEXT,38,calculator
R_5uoQgdmI1psnW97,NameResp_TEXT(38),a calculator,NameResp_TEXT,38,calculator
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(38),a carraige,NameResp_TEXT,38,calculator
R_03dyKKqahwimd1z,NameResp_TEXT(38),truck,NameResp_TEXT,38,calculator
R_4I5pqYdhVgOKFKd,NameResp_TEXT(38),pager,NameResp_TEXT,38,calculator
R_1EWCq1k7UFauhNj,NameResp_TEXT(38),,NameResp_TEXT,38,calculator
R_81xh6ldt0VxOPHL,NameResp_TEXT(38),car,NameResp_TEXT,38,calculator
R_9KLkobZ9kYZSzYh,NameResp_TEXT(38),car,NameResp_TEXT,38,calculator
R_4T9SzDwjzOtlmrX,NameResp_TEXT(38),bus,NameResp_TEXT,38,calculator
R_eFBfDt4acLjjVQh,NameResp_TEXT(38),floppy disk,NameResp_TEXT,38,calculator
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(38),truck,NameResp_TEXT,38,calculator
R_3jv8dkv5pkIe4f3,NameResp_TEXT(38),car,NameResp_TEXT,38,calculator
R_9NNGTs03HOOrLhz,NameResp_TEXT(38),a school bus,NameResp_TEXT,38,calculator
R_9QAIH8o5XKYkAFD,NameResp_TEXT(38),calculator,NameResp_TEXT,38,calculator
R_8hQIw8oM3sZtlUV,NameResp_TEXT(38),,NameResp_TEXT,38,calculator
R_dbuBKRXlnjouSRD,NameResp_TEXT(38),floppy disk,NameResp_TEXT,38,calculator
R_81i04UQTtFxOXlz,NameResp_TEXT(38),a refrigerator ,NameResp_TEXT,38,calculator
R_aflUaQ1v901DTZb,NameResp_TEXT(38),car,NameResp_TEXT,38,calculator
R_8cU5NCG2ysTIeFf,NameResp_TEXT(38),,NameResp_TEXT,38,calculator
R_9movxfJr3JHx4c5,NameResp_TEXT(38),gas pump,NameResp_TEXT,38,calculator
R_6zZuvVsaXiYicmh,NameResp_TEXT(38),shield,NameResp_TEXT,38,calculator
R_7Os34FuyUOKUtAV,NameResp_TEXT(38),robot,NameResp_TEXT,38,calculator
R_6tIMcOQsORkQnuB,NameResp_TEXT(38),a car driving offroad,NameResp_TEXT,38,calculator
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(38),typewriter,NameResp_TEXT,38,calculator
R_cAPsFbVcU6FKEpT,NameResp_TEXT(38),car,NameResp_TEXT,38,calculator
R_cO0dBs5ofX0BOpT,NameResp_TEXT(38),phone ,NameResp_TEXT,38,calculator
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(38),old car,NameResp_TEXT,38,calculator
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(38),,NameResp_TEXT,38,calculator
R_0cuIBoqJYSnYnLT,NameResp_TEXT(38),,NameResp_TEXT,38,calculator
R_9KSFfd62afsuieF,NameResp_TEXT(38),lion,NameResp_TEXT,38,calculator
R_02GRIQd5MDRenPf,NameResp_TEXT(38),calculator,NameResp_TEXT,38,calculator
R_bjv98vU4STp6zQx,NameResp_TEXT(38),,NameResp_TEXT,38,calculator
R_9KB1XzOy6rP7O1D,NameResp_TEXT(38),building,NameResp_TEXT,38,calculator
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(38),truck,NameResp_TEXT,38,calculator
R_eDMsuefXH4Nvbhz,NameResp_TEXT(38),,NameResp_TEXT,38,calculator
R_cGTSCS88UP99f0x,NameResp_TEXT(38),,NameResp_TEXT,38,calculator
R_6ujqTETwTzRExX7,NameResp_TEXT(38),a truck,NameResp_TEXT,38,calculator
R_1NfgfYV1GvFsWiN,NameResp_TEXT(38),,NameResp_TEXT,38,calculator
R_0TiNGME0OVqJO3H,NameResp_TEXT(38),Calculator,NameResp_TEXT,38,calculator
R_0ih7r0MXsn7mCSV,NameResp_TEXT(38),a buggy crash,NameResp_TEXT,38,calculator
R_aWcEn0nidpymQER,NameResp_TEXT(38),bus,NameResp_TEXT,38,calculator
R_9FZPEV6r7ezLOSN,NameResp_TEXT(38),calculator,NameResp_TEXT,38,calculator
R_6zhc96D1g2EpM2h,NameResp_TEXT(38),dog face and a book,NameResp_TEXT,38,calculator
R_2a6HPCAFPrB4mIR,NameResp_TEXT(38),,NameResp_TEXT,38,calculator
R_8nQqGUmR9MT1CTP,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_0NWkLPKVngfskaV,NameResp_TEXT(39),group of people,NameResp_TEXT,39,tennisracket
R_2tvsWbcRX5R84ap,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_1TCKelAGYh94Ppr,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_5uoQgdmI1psnW97,NameResp_TEXT(39),a tadpole,NameResp_TEXT,39,tennisracket
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_03dyKKqahwimd1z,NameResp_TEXT(39),tennis racket,NameResp_TEXT,39,tennisracket
R_4I5pqYdhVgOKFKd,NameResp_TEXT(39),tennis racket,NameResp_TEXT,39,tennisracket
R_1EWCq1k7UFauhNj,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_81xh6ldt0VxOPHL,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_9KLkobZ9kYZSzYh,NameResp_TEXT(39),tennis racket,NameResp_TEXT,39,tennisracket
R_4T9SzDwjzOtlmrX,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_eFBfDt4acLjjVQh,NameResp_TEXT(39),tennis racket,NameResp_TEXT,39,tennisracket
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_3jv8dkv5pkIe4f3,NameResp_TEXT(39),tennis racket,NameResp_TEXT,39,tennisracket
R_9NNGTs03HOOrLhz,NameResp_TEXT(39),a tennis racket ,NameResp_TEXT,39,tennisracket
R_9QAIH8o5XKYkAFD,NameResp_TEXT(39),alien,NameResp_TEXT,39,tennisracket
R_8hQIw8oM3sZtlUV,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_dbuBKRXlnjouSRD,NameResp_TEXT(39),egg salad,NameResp_TEXT,39,tennisracket
R_81i04UQTtFxOXlz,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_aflUaQ1v901DTZb,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_8cU5NCG2ysTIeFf,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_9movxfJr3JHx4c5,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_6zZuvVsaXiYicmh,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_7Os34FuyUOKUtAV,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_6tIMcOQsORkQnuB,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(39),reflection in a mirror,NameResp_TEXT,39,tennisracket
R_cAPsFbVcU6FKEpT,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_cO0dBs5ofX0BOpT,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(39),mirror,NameResp_TEXT,39,tennisracket
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(39),hair brush,NameResp_TEXT,39,tennisracket
R_0cuIBoqJYSnYnLT,NameResp_TEXT(39),fish,NameResp_TEXT,39,tennisracket
R_9KSFfd62afsuieF,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_02GRIQd5MDRenPf,NameResp_TEXT(39),faces,NameResp_TEXT,39,tennisracket
R_bjv98vU4STp6zQx,NameResp_TEXT(39),tennis racket,NameResp_TEXT,39,tennisracket
R_9KB1XzOy6rP7O1D,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(39),fish,NameResp_TEXT,39,tennisracket
R_eDMsuefXH4Nvbhz,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_cGTSCS88UP99f0x,NameResp_TEXT(39),beatles,NameResp_TEXT,39,tennisracket
R_6ujqTETwTzRExX7,NameResp_TEXT(39),dog with bone,NameResp_TEXT,39,tennisracket
R_1NfgfYV1GvFsWiN,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_0TiNGME0OVqJO3H,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_0ih7r0MXsn7mCSV,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_aWcEn0nidpymQER,NameResp_TEXT(39),turtle,NameResp_TEXT,39,tennisracket
R_9FZPEV6r7ezLOSN,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_6zhc96D1g2EpM2h,NameResp_TEXT(39),ant,NameResp_TEXT,39,tennisracket
R_2a6HPCAFPrB4mIR,NameResp_TEXT(39),,NameResp_TEXT,39,tennisracket
R_8nQqGUmR9MT1CTP,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_0NWkLPKVngfskaV,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_2tvsWbcRX5R84ap,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_1TCKelAGYh94Ppr,NameResp_TEXT(40),,NameResp_TEXT,40,butterfly
R_5uoQgdmI1psnW97,NameResp_TEXT(40),a butterfly,NameResp_TEXT,40,butterfly
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(40),a butterfly,NameResp_TEXT,40,butterfly
R_03dyKKqahwimd1z,NameResp_TEXT(40),,NameResp_TEXT,40,butterfly
R_4I5pqYdhVgOKFKd,NameResp_TEXT(40),,NameResp_TEXT,40,butterfly
R_1EWCq1k7UFauhNj,NameResp_TEXT(40),,NameResp_TEXT,40,butterfly
R_81xh6ldt0VxOPHL,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_9KLkobZ9kYZSzYh,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_4T9SzDwjzOtlmrX,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_eFBfDt4acLjjVQh,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(40),Owl,NameResp_TEXT,40,butterfly
R_3jv8dkv5pkIe4f3,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_9NNGTs03HOOrLhz,NameResp_TEXT(40),a butterfly,NameResp_TEXT,40,butterfly
R_9QAIH8o5XKYkAFD,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_8hQIw8oM3sZtlUV,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_dbuBKRXlnjouSRD,NameResp_TEXT(40),buttefly,NameResp_TEXT,40,butterfly
R_81i04UQTtFxOXlz,NameResp_TEXT(40),a butterfly,NameResp_TEXT,40,butterfly
R_aflUaQ1v901DTZb,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_8cU5NCG2ysTIeFf,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_9movxfJr3JHx4c5,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_6zZuvVsaXiYicmh,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_7Os34FuyUOKUtAV,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_6tIMcOQsORkQnuB,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_cAPsFbVcU6FKEpT,NameResp_TEXT(40),angry animal faces,NameResp_TEXT,40,butterfly
R_cO0dBs5ofX0BOpT,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(40),Butterfly ,NameResp_TEXT,40,butterfly
R_0cuIBoqJYSnYnLT,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_9KSFfd62afsuieF,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_02GRIQd5MDRenPf,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_bjv98vU4STp6zQx,NameResp_TEXT(40),,NameResp_TEXT,40,butterfly
R_9KB1XzOy6rP7O1D,NameResp_TEXT(40),man,NameResp_TEXT,40,butterfly
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(40),butterfly ,NameResp_TEXT,40,butterfly
R_eDMsuefXH4Nvbhz,NameResp_TEXT(40),an angel and boat,NameResp_TEXT,40,butterfly
R_cGTSCS88UP99f0x,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_6ujqTETwTzRExX7,NameResp_TEXT(40),dragonfly,NameResp_TEXT,40,butterfly
R_1NfgfYV1GvFsWiN,NameResp_TEXT(40),,NameResp_TEXT,40,butterfly
R_0TiNGME0OVqJO3H,NameResp_TEXT(40),,NameResp_TEXT,40,butterfly
R_0ih7r0MXsn7mCSV,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_aWcEn0nidpymQER,NameResp_TEXT(40),butterfly ,NameResp_TEXT,40,butterfly
R_9FZPEV6r7ezLOSN,NameResp_TEXT(40),butterfly,NameResp_TEXT,40,butterfly
R_6zhc96D1g2EpM2h,NameResp_TEXT(40),a butterfly,NameResp_TEXT,40,butterfly
R_2a6HPCAFPrB4mIR,NameResp_TEXT(40),,NameResp_TEXT,40,butterfly
R_8nQqGUmR9MT1CTP,NameResp_TEXT(41),,NameResp_TEXT,41,stapler
R_0NWkLPKVngfskaV,NameResp_TEXT(41),,NameResp_TEXT,41,stapler
R_2tvsWbcRX5R84ap,NameResp_TEXT(41),stairs,NameResp_TEXT,41,stapler
R_1TCKelAGYh94Ppr,NameResp_TEXT(41),,NameResp_TEXT,41,stapler
R_5uoQgdmI1psnW97,NameResp_TEXT(41),a piano,NameResp_TEXT,41,stapler
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(41),,NameResp_TEXT,41,stapler
R_03dyKKqahwimd1z,NameResp_TEXT(41),stairs,NameResp_TEXT,41,stapler
