subj_id,qual_col,measure,row,Name,TextResp,isCorrect,RT,Conf
R_aflUaQ1v901DTZb,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0,11.299,
R_8cU5NCG2ysTIeFf,NameResp_TEXT(23),NameResp_TEXT,23,rollerblades,,0,5.247,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0,8.852,
R_0NWkLPKVngfskaV,NameResp_TEXT(24),NameResp_TEXT,24,leopard,blowfish,0,4.17,5
R_2tvsWbcRX5R84ap,NameResp_TEXT(24),NameResp_TEXT,24,leopard,field,0,9.287,3
R_1TCKelAGYh94Ppr,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0,,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0,,
R_03dyKKqahwimd1z,NameResp_TEXT(24),NameResp_TEXT,24,leopard,Lion,0,21.516,6
R_4I5pqYdhVgOKFKd,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0,21.334,
R_1EWCq1k7UFauhNj,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0,1.389,
R_81xh6ldt0VxOPHL,NameResp_TEXT(24),NameResp_TEXT,24,leopard,sponge,0,2.464,3
R_9KLkobZ9kYZSzYh,NameResp_TEXT(24),NameResp_TEXT,24,leopard,cheetah,0,1.713,7
R_4T9SzDwjzOtlmrX,NameResp_TEXT(24),NameResp_TEXT,24,leopard,leopard,1,4.841,7
R_eFBfDt4acLjjVQh,NameResp_TEXT(24),NameResp_TEXT,24,leopard,leopard,1,1.901,8
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0,5.576,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(24),NameResp_TEXT,24,leopard,chicken,0,7.034,4
R_9NNGTs03HOOrLhz,NameResp_TEXT(24),NameResp_TEXT,24,leopard,"unsure, I can see Louisiana in the bottom right corner ",0,6.446,5
R_9QAIH8o5XKYkAFD,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0,3.033,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0,1.95,
R_dbuBKRXlnjouSRD,NameResp_TEXT(24),NameResp_TEXT,24,leopard,panther,0,2.313,5
R_81i04UQTtFxOXlz,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0,8.021,
R_aflUaQ1v901DTZb,NameResp_TEXT(24),NameResp_TEXT,24,leopard,plant,0,3.063,4
R_8cU5NCG2ysTIeFf,NameResp_TEXT(24),NameResp_TEXT,24,leopard,,0,4.142,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(25),NameResp_TEXT,25,handbag,boat,0,4.032,2
R_0NWkLPKVngfskaV,NameResp_TEXT(25),NameResp_TEXT,25,handbag,purse,0,1.758,8
R_2tvsWbcRX5R84ap,NameResp_TEXT(25),NameResp_TEXT,25,handbag,car,0,2.364,5
R_1TCKelAGYh94Ppr,NameResp_TEXT(25),NameResp_TEXT,25,handbag,cheese man,0,10.546,8
R_5uoQgdmI1psnW97,NameResp_TEXT(25),NameResp_TEXT,25,handbag,a dancing woman,0,6.065,6
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(25),NameResp_TEXT,25,handbag,,0,,
R_03dyKKqahwimd1z,NameResp_TEXT(25),NameResp_TEXT,25,handbag,Battle,0,17.821,6
R_4I5pqYdhVgOKFKd,NameResp_TEXT(25),NameResp_TEXT,25,handbag,purse,0,3.823,7
R_1EWCq1k7UFauhNj,NameResp_TEXT(25),NameResp_TEXT,25,handbag,,0,1.459,
R_81xh6ldt0VxOPHL,NameResp_TEXT(25),NameResp_TEXT,25,handbag,purse,0,4.05,3
R_9KLkobZ9kYZSzYh,NameResp_TEXT(25),NameResp_TEXT,25,handbag,,0,3.418,
R_4T9SzDwjzOtlmrX,NameResp_TEXT(25),NameResp_TEXT,25,handbag,purse,0,4.498,6
R_eFBfDt4acLjjVQh,NameResp_TEXT(25),NameResp_TEXT,25,handbag,mole rat,0,11.711,4
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(25),NameResp_TEXT,25,handbag,purse,0,4.386,4
R_3jv8dkv5pkIe4f3,NameResp_TEXT(25),NameResp_TEXT,25,handbag,bicycle,0,2.94,5
R_9NNGTs03HOOrLhz,NameResp_TEXT(25),NameResp_TEXT,25,handbag,purse,0,2.886,6
R_9QAIH8o5XKYkAFD,NameResp_TEXT(25),NameResp_TEXT,25,handbag,,0,3.014,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(25),NameResp_TEXT,25,handbag,,0,1.583,
R_dbuBKRXlnjouSRD,NameResp_TEXT(25),NameResp_TEXT,25,handbag,purse,0,1.834,5
R_81i04UQTtFxOXlz,NameResp_TEXT(25),NameResp_TEXT,25,handbag,an elephant ,0,10.239,7
R_aflUaQ1v901DTZb,NameResp_TEXT(25),NameResp_TEXT,25,handbag,car,0,2.484,4
R_8cU5NCG2ysTIeFf,NameResp_TEXT(25),NameResp_TEXT,25,handbag,buggy,0,3.823,5
R_8nQqGUmR9MT1CTP,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,,0,2.717,
R_0NWkLPKVngfskaV,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,,0,2.807,
R_2tvsWbcRX5R84ap,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,,0,10.971,
R_1TCKelAGYh94Ppr,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,a rabbit,0,27.048,5
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,,0,,
R_03dyKKqahwimd1z,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,ball,0,5.37,6
R_4I5pqYdhVgOKFKd,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,,0,28.696,
R_1EWCq1k7UFauhNj,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,dont know ,0,2.81,5
R_81xh6ldt0VxOPHL,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,motorcycle,1,1.908,7
R_9KLkobZ9kYZSzYh,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,person on bike,0,1.833,4
R_4T9SzDwjzOtlmrX,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,motorcycle,1,2.581,6
R_eFBfDt4acLjjVQh,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,motorcycle,1,14.848,4
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,,0,17.737,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,crowd of people,0,5.473,4
R_9NNGTs03HOOrLhz,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,a white circle,0,6.586,3
R_9QAIH8o5XKYkAFD,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,,0,2.949,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,,0,3.978,
R_dbuBKRXlnjouSRD,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,Haiti,0,1.739,5
R_81i04UQTtFxOXlz,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,,0,10.918,
R_aflUaQ1v901DTZb,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,bicycle and a lot of people,0,1.729,6
R_8cU5NCG2ysTIeFf,NameResp_TEXT(26),NameResp_TEXT,26,motorcycle,motorcycle,1,2.581,6
R_8nQqGUmR9MT1CTP,NameResp_TEXT(27),NameResp_TEXT,27,lantern,lantern,1,3.659,5
R_0NWkLPKVngfskaV,NameResp_TEXT(27),NameResp_TEXT,27,lantern,lantern,1,1.406,8
R_2tvsWbcRX5R84ap,NameResp_TEXT(27),NameResp_TEXT,27,lantern,lantern,1,1.975,6
R_1TCKelAGYh94Ppr,NameResp_TEXT(27),NameResp_TEXT,27,lantern,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(27),NameResp_TEXT,27,lantern,a stove and smoke,0,6.098,5
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(27),NameResp_TEXT,27,lantern,lantern,1,24.607,8
R_03dyKKqahwimd1z,NameResp_TEXT(27),NameResp_TEXT,27,lantern,lantern,1,1.668,7
R_4I5pqYdhVgOKFKd,NameResp_TEXT(27),NameResp_TEXT,27,lantern,lantern,1,3.078,7
R_1EWCq1k7UFauhNj,NameResp_TEXT(27),NameResp_TEXT,27,lantern,lantern,1,3.049,5
R_81xh6ldt0VxOPHL,NameResp_TEXT(27),NameResp_TEXT,27,lantern,lantern,1,1.666,8
R_9KLkobZ9kYZSzYh,NameResp_TEXT(27),NameResp_TEXT,27,lantern,lantern,1,4.904,7
R_4T9SzDwjzOtlmrX,NameResp_TEXT(27),NameResp_TEXT,27,lantern,cat,0,7.299,4
R_eFBfDt4acLjjVQh,NameResp_TEXT(27),NameResp_TEXT,27,lantern,cheetah,0,13.935,4
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(27),NameResp_TEXT,27,lantern,lantern,1,30.836,3
R_3jv8dkv5pkIe4f3,NameResp_TEXT(27),NameResp_TEXT,27,lantern,lantern,1,2.261,5
R_9NNGTs03HOOrLhz,NameResp_TEXT(27),NameResp_TEXT,27,lantern,a chair in an empty room,0,4.613,6
R_9QAIH8o5XKYkAFD,NameResp_TEXT(27),NameResp_TEXT,27,lantern,lantern,1,2,7
R_8hQIw8oM3sZtlUV,NameResp_TEXT(27),NameResp_TEXT,27,lantern,,0,4.578,
R_dbuBKRXlnjouSRD,NameResp_TEXT(27),NameResp_TEXT,27,lantern,lantern,1,2.793,5
R_81i04UQTtFxOXlz,NameResp_TEXT(27),NameResp_TEXT,27,lantern,two stacked chairs,0,13.173,6
R_aflUaQ1v901DTZb,NameResp_TEXT(27),NameResp_TEXT,27,lantern,blender,0,3.026,4
R_8cU5NCG2ysTIeFf,NameResp_TEXT(27),NameResp_TEXT,27,lantern,lantern,1,2.165,7
R_8nQqGUmR9MT1CTP,NameResp_TEXT(28),NameResp_TEXT,28,bike,bicycle,0,2.026,7
R_0NWkLPKVngfskaV,NameResp_TEXT(28),NameResp_TEXT,28,bike,bike,1,1.246,8
R_2tvsWbcRX5R84ap,NameResp_TEXT(28),NameResp_TEXT,28,bike,bicycle,0,1.853,6
R_1TCKelAGYh94Ppr,NameResp_TEXT(28),NameResp_TEXT,28,bike,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(28),NameResp_TEXT,28,bike,bike,1,2.915,7
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(28),NameResp_TEXT,28,bike,bike,1,8.447,8
R_03dyKKqahwimd1z,NameResp_TEXT(28),NameResp_TEXT,28,bike,bicycle,0,2.035,8
R_4I5pqYdhVgOKFKd,NameResp_TEXT(28),NameResp_TEXT,28,bike,bicycle,0,2.801,8
R_1EWCq1k7UFauhNj,NameResp_TEXT(28),NameResp_TEXT,28,bike,,0,1.655,
R_81xh6ldt0VxOPHL,NameResp_TEXT(28),NameResp_TEXT,28,bike,bike,1,1.505,8
R_9KLkobZ9kYZSzYh,NameResp_TEXT(28),NameResp_TEXT,28,bike,bike,1,1.19,7
R_4T9SzDwjzOtlmrX,NameResp_TEXT(28),NameResp_TEXT,28,bike,bicycle,0,1.757,8
R_eFBfDt4acLjjVQh,NameResp_TEXT(28),NameResp_TEXT,28,bike,bicycle,0,1.354,8
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(28),NameResp_TEXT,28,bike,bicycle,0,1.994,4
R_3jv8dkv5pkIe4f3,NameResp_TEXT(28),NameResp_TEXT,28,bike,bicycle,0,1.518,6
R_9NNGTs03HOOrLhz,NameResp_TEXT(28),NameResp_TEXT,28,bike,bicycle,0,3.81,7
R_9QAIH8o5XKYkAFD,NameResp_TEXT(28),NameResp_TEXT,28,bike,bicycle,0,1.423,7
R_8hQIw8oM3sZtlUV,NameResp_TEXT(28),NameResp_TEXT,28,bike,bicycle,0,2.568,6
R_dbuBKRXlnjouSRD,NameResp_TEXT(28),NameResp_TEXT,28,bike,bicycle,0,1.914,5
R_81i04UQTtFxOXlz,NameResp_TEXT(28),NameResp_TEXT,28,bike,bike,1,4.804,8
R_aflUaQ1v901DTZb,NameResp_TEXT(28),NameResp_TEXT,28,bike,bicycle,0,1.735,8
R_8cU5NCG2ysTIeFf,NameResp_TEXT(28),NameResp_TEXT,28,bike,bicycle,0,3.069,7
R_8nQqGUmR9MT1CTP,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,,0,4.928,
R_0NWkLPKVngfskaV,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,snow,0,1.738,8
R_2tvsWbcRX5R84ap,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,church,0,6.311,3
R_1TCKelAGYh94Ppr,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,,0,,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,,0,,
R_03dyKKqahwimd1z,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,paper tag,0,17.174,5
R_4I5pqYdhVgOKFKd,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,,0,,
R_1EWCq1k7UFauhNj,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,a,0,1.522,5
R_81xh6ldt0VxOPHL,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,,0,1.85,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,,0,2.435,
R_4T9SzDwjzOtlmrX,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,house,0,4.728,4
R_eFBfDt4acLjjVQh,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,,0,6.002,
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,,0,9.412,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,,0,13.373,
R_9NNGTs03HOOrLhz,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,one guy in a movie theater,0,6.186,5
R_9QAIH8o5XKYkAFD,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,,0,1.869,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,,0,5.06,
R_dbuBKRXlnjouSRD,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,nuclear fallout,0,2.5,5
R_81i04UQTtFxOXlz,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,a house next to a mountain and it is snowing,0,9.685,7
R_aflUaQ1v901DTZb,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,,0,6.148,
R_8cU5NCG2ysTIeFf,NameResp_TEXT(29),NameResp_TEXT,29,cheesegrater,rooftop,0,3.939,4
R_8nQqGUmR9MT1CTP,NameResp_TEXT(30),NameResp_TEXT,30,desk,dog,0,3.197,2
R_0NWkLPKVngfskaV,NameResp_TEXT(30),NameResp_TEXT,30,desk,farm,0,1.521,5
R_2tvsWbcRX5R84ap,NameResp_TEXT(30),NameResp_TEXT,30,desk,hut,0,3.019,4
R_1TCKelAGYh94Ppr,NameResp_TEXT(30),NameResp_TEXT,30,desk,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(30),NameResp_TEXT,30,desk,houses,0,2.001,7
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(30),NameResp_TEXT,30,desk,,0,,
R_03dyKKqahwimd1z,NameResp_TEXT(30),NameResp_TEXT,30,desk,,0,,
R_4I5pqYdhVgOKFKd,NameResp_TEXT(30),NameResp_TEXT,30,desk,,0,31.281,
R_1EWCq1k7UFauhNj,NameResp_TEXT(30),NameResp_TEXT,30,desk,,0,1.496,
R_81xh6ldt0VxOPHL,NameResp_TEXT(30),NameResp_TEXT,30,desk,,0,2.695,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(30),NameResp_TEXT,30,desk,building,0,3.856,4
R_4T9SzDwjzOtlmrX,NameResp_TEXT(30),NameResp_TEXT,30,desk,,0,11.39,
R_eFBfDt4acLjjVQh,NameResp_TEXT(30),NameResp_TEXT,30,desk,,0,2.377,
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(30),NameResp_TEXT,30,desk,Fireplace,0,12.462,3
R_3jv8dkv5pkIe4f3,NameResp_TEXT(30),NameResp_TEXT,30,desk,fireplace,0,3.798,5
R_9NNGTs03HOOrLhz,NameResp_TEXT(30),NameResp_TEXT,30,desk,fire place,0,5,5
R_9QAIH8o5XKYkAFD,NameResp_TEXT(30),NameResp_TEXT,30,desk,,0,2.452,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(30),NameResp_TEXT,30,desk,,0,5.388,
R_dbuBKRXlnjouSRD,NameResp_TEXT(30),NameResp_TEXT,30,desk,house,0,3.219,5
R_81i04UQTtFxOXlz,NameResp_TEXT(30),NameResp_TEXT,30,desk,a person in a house sitting down,0,6.911,6
R_aflUaQ1v901DTZb,NameResp_TEXT(30),NameResp_TEXT,30,desk,,0,7.983,
R_8cU5NCG2ysTIeFf,NameResp_TEXT(30),NameResp_TEXT,30,desk,desk,1,2.141,5
R_8nQqGUmR9MT1CTP,NameResp_TEXT(31),NameResp_TEXT,31,bird,,0,6.151,
R_0NWkLPKVngfskaV,NameResp_TEXT(31),NameResp_TEXT,31,bird,,0,1.364,
R_2tvsWbcRX5R84ap,NameResp_TEXT(31),NameResp_TEXT,31,bird,,0,5.185,
R_1TCKelAGYh94Ppr,NameResp_TEXT(31),NameResp_TEXT,31,bird,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(31),NameResp_TEXT,31,bird,,0,,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(31),NameResp_TEXT,31,bird,,0,,
R_03dyKKqahwimd1z,NameResp_TEXT(31),NameResp_TEXT,31,bird,,0,,
R_4I5pqYdhVgOKFKd,NameResp_TEXT(31),NameResp_TEXT,31,bird,,0,42.156,
R_1EWCq1k7UFauhNj,NameResp_TEXT(31),NameResp_TEXT,31,bird,,0,1.257,
R_81xh6ldt0VxOPHL,NameResp_TEXT(31),NameResp_TEXT,31,bird,,0,1.55,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(31),NameResp_TEXT,31,bird,,0,3.388,
R_4T9SzDwjzOtlmrX,NameResp_TEXT(31),NameResp_TEXT,31,bird,angel,0,7.388,4
R_eFBfDt4acLjjVQh,NameResp_TEXT(31),NameResp_TEXT,31,bird,,0,12.348,
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(31),NameResp_TEXT,31,bird,,0,12.471,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(31),NameResp_TEXT,31,bird,boat,0,7.457,4
R_9NNGTs03HOOrLhz,NameResp_TEXT(31),NameResp_TEXT,31,bird,the dog from Lady and the Tramp (the scruffy one),0,8.798,3
R_9QAIH8o5XKYkAFD,NameResp_TEXT(31),NameResp_TEXT,31,bird,,0,1.498,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(31),NameResp_TEXT,31,bird,,0,3.476,
R_dbuBKRXlnjouSRD,NameResp_TEXT(31),NameResp_TEXT,31,bird,hurricane,0,2.029,5
R_81i04UQTtFxOXlz,NameResp_TEXT(31),NameResp_TEXT,31,bird,,0,4.303,
R_aflUaQ1v901DTZb,NameResp_TEXT(31),NameResp_TEXT,31,bird,bird,1,8.253,3
R_8cU5NCG2ysTIeFf,NameResp_TEXT(31),NameResp_TEXT,31,bird,,0,4.583,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(32),NameResp_TEXT,32,apple,,0,5.167,
R_0NWkLPKVngfskaV,NameResp_TEXT(32),NameResp_TEXT,32,apple,,0,3.119,
R_2tvsWbcRX5R84ap,NameResp_TEXT(32),NameResp_TEXT,32,apple,lake,0,38.936,2
R_1TCKelAGYh94Ppr,NameResp_TEXT(32),NameResp_TEXT,32,apple,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(32),NameResp_TEXT,32,apple,apple,1,10.985,5
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(32),NameResp_TEXT,32,apple,,0,,
R_03dyKKqahwimd1z,NameResp_TEXT(32),NameResp_TEXT,32,apple,round table,0,5.879,6
R_4I5pqYdhVgOKFKd,NameResp_TEXT(32),NameResp_TEXT,32,apple,,0,31.893,
R_1EWCq1k7UFauhNj,NameResp_TEXT(32),NameResp_TEXT,32,apple,,0,1.539,
R_81xh6ldt0VxOPHL,NameResp_TEXT(32),NameResp_TEXT,32,apple,,0,1.764,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(32),NameResp_TEXT,32,apple,apple,1,1.044,7
R_4T9SzDwjzOtlmrX,NameResp_TEXT(32),NameResp_TEXT,32,apple,apple,1,2.065,6
R_eFBfDt4acLjjVQh,NameResp_TEXT(32),NameResp_TEXT,32,apple,apple,1,2.303,8
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(32),NameResp_TEXT,32,apple,apple,1,2.522,4
R_3jv8dkv5pkIe4f3,NameResp_TEXT(32),NameResp_TEXT,32,apple,apple,1,1.878,5
R_9NNGTs03HOOrLhz,NameResp_TEXT(32),NameResp_TEXT,32,apple,Typical green alien head,0,2.247,2
R_9QAIH8o5XKYkAFD,NameResp_TEXT(32),NameResp_TEXT,32,apple,,0,7.329,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(32),NameResp_TEXT,32,apple,,0,2.367,
R_dbuBKRXlnjouSRD,NameResp_TEXT(32),NameResp_TEXT,32,apple,apple,1,2.023,5
R_81i04UQTtFxOXlz,NameResp_TEXT(32),NameResp_TEXT,32,apple,,0,18.757,
R_aflUaQ1v901DTZb,NameResp_TEXT(32),NameResp_TEXT,32,apple,,0,5.028,
R_8cU5NCG2ysTIeFf,NameResp_TEXT(32),NameResp_TEXT,32,apple,,0,5.694,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(33),NameResp_TEXT,33,lock,camera,0,2.181,5
R_0NWkLPKVngfskaV,NameResp_TEXT(33),NameResp_TEXT,33,lock,camera,0,1.699,6
R_2tvsWbcRX5R84ap,NameResp_TEXT(33),NameResp_TEXT,33,lock,lock,1,1.711,6
R_1TCKelAGYh94Ppr,NameResp_TEXT(33),NameResp_TEXT,33,lock,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(33),NameResp_TEXT,33,lock,lock,1,4.22,7
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(33),NameResp_TEXT,33,lock,lock,1,2.706,8
R_03dyKKqahwimd1z,NameResp_TEXT(33),NameResp_TEXT,33,lock,lock,1,3.564,8
R_4I5pqYdhVgOKFKd,NameResp_TEXT(33),NameResp_TEXT,33,lock,,0,,
R_1EWCq1k7UFauhNj,NameResp_TEXT(33),NameResp_TEXT,33,lock,,0,1.995,
R_81xh6ldt0VxOPHL,NameResp_TEXT(33),NameResp_TEXT,33,lock,lock,1,2.442,5
R_9KLkobZ9kYZSzYh,NameResp_TEXT(33),NameResp_TEXT,33,lock,lock,1,2.392,7
R_4T9SzDwjzOtlmrX,NameResp_TEXT(33),NameResp_TEXT,33,lock,lock,1,4.475,5
R_eFBfDt4acLjjVQh,NameResp_TEXT(33),NameResp_TEXT,33,lock,camera lense,0,7.299,3
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(33),NameResp_TEXT,33,lock,lock,1,8.932,5
R_3jv8dkv5pkIe4f3,NameResp_TEXT(33),NameResp_TEXT,33,lock,lock,1,1.893,5
R_9NNGTs03HOOrLhz,NameResp_TEXT(33),NameResp_TEXT,33,lock,a camera lens pointed at me or a gun barrel  ,0,5.143,6
R_9QAIH8o5XKYkAFD,NameResp_TEXT(33),NameResp_TEXT,33,lock,bell,0,2.729,4
R_8hQIw8oM3sZtlUV,NameResp_TEXT(33),NameResp_TEXT,33,lock,lock,1,2.815,6
R_dbuBKRXlnjouSRD,NameResp_TEXT(33),NameResp_TEXT,33,lock,lock,1,2.354,5
R_81i04UQTtFxOXlz,NameResp_TEXT(33),NameResp_TEXT,33,lock,lock,1,4.938,8
R_aflUaQ1v901DTZb,NameResp_TEXT(33),NameResp_TEXT,33,lock,lock,1,3.308,7
R_8cU5NCG2ysTIeFf,NameResp_TEXT(33),NameResp_TEXT,33,lock,camera lens,0,2.004,7
R_8nQqGUmR9MT1CTP,NameResp_TEXT(34),NameResp_TEXT,34,car,car,1,2.346,2
R_0NWkLPKVngfskaV,NameResp_TEXT(34),NameResp_TEXT,34,car,car,1,2.071,7
R_2tvsWbcRX5R84ap,NameResp_TEXT(34),NameResp_TEXT,34,car,car,1,2.068,5
R_1TCKelAGYh94Ppr,NameResp_TEXT(34),NameResp_TEXT,34,car,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(34),NameResp_TEXT,34,car,a bed and sleeping person,0,5.778,6
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(34),NameResp_TEXT,34,car,a truck,0,5.799,7
R_03dyKKqahwimd1z,NameResp_TEXT(34),NameResp_TEXT,34,car,car,1,3.191,7
R_4I5pqYdhVgOKFKd,NameResp_TEXT(34),NameResp_TEXT,34,car,,0,27.832,
R_1EWCq1k7UFauhNj,NameResp_TEXT(34),NameResp_TEXT,34,car,car,1,2.165,8
R_81xh6ldt0VxOPHL,NameResp_TEXT(34),NameResp_TEXT,34,car,car,1,1.675,4
R_9KLkobZ9kYZSzYh,NameResp_TEXT(34),NameResp_TEXT,34,car,car,1,1.304,7
R_4T9SzDwjzOtlmrX,NameResp_TEXT(34),NameResp_TEXT,34,car,car,1,2.072,5
R_eFBfDt4acLjjVQh,NameResp_TEXT(34),NameResp_TEXT,34,car,sloth,0,2.935,5
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(34),NameResp_TEXT,34,car,car,1,3.178,4
R_3jv8dkv5pkIe4f3,NameResp_TEXT(34),NameResp_TEXT,34,car,boat,0,2.589,4
R_9NNGTs03HOOrLhz,NameResp_TEXT(34),NameResp_TEXT,34,car,car,1,3.008,5
R_9QAIH8o5XKYkAFD,NameResp_TEXT(34),NameResp_TEXT,34,car,car,1,3.761,3
R_8hQIw8oM3sZtlUV,NameResp_TEXT(34),NameResp_TEXT,34,car,car,1,2.113,6
R_dbuBKRXlnjouSRD,NameResp_TEXT(34),NameResp_TEXT,34,car,car,1,2.503,5
R_81i04UQTtFxOXlz,NameResp_TEXT(34),NameResp_TEXT,34,car,car,1,2.508,8
R_aflUaQ1v901DTZb,NameResp_TEXT(34),NameResp_TEXT,34,car,car,1,3.166,6
R_8cU5NCG2ysTIeFf,NameResp_TEXT(34),NameResp_TEXT,34,car,car,1,2.079,7
R_8nQqGUmR9MT1CTP,NameResp_TEXT(35),NameResp_TEXT,35,crib,old camera,0,1.904,5
R_0NWkLPKVngfskaV,NameResp_TEXT(35),NameResp_TEXT,35,crib,crib,1,1.909,8
R_2tvsWbcRX5R84ap,NameResp_TEXT(35),NameResp_TEXT,35,crib,crib,1,1.32,6
R_1TCKelAGYh94Ppr,NameResp_TEXT(35),NameResp_TEXT,35,crib,,0,,
R_5uoQgdmI1psnW97,NameResp_TEXT(35),NameResp_TEXT,35,crib,a subway station,0,4.468,6
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(35),NameResp_TEXT,35,crib,,0,,
R_03dyKKqahwimd1z,NameResp_TEXT(35),NameResp_TEXT,35,crib,crib,1,2.482,7
